ID_Produit;Nom_Produit;Categorie;Prix_Unitaire_ECO;Quantite_Stock;Statut_Disponibilite;Score_Avis;Date_Ajout;Poids_kg;Code_Barres
PROD-4556;Ordinateur Portable Vortex;Électronique;629.68;1344;En stock;3.2;2026-03-19;3.27;3660123663132
PROD-4557;Tablette Vortex;Électronique;297.93;934;En stock;4.3;2026-03-30;2.49;3660123391226
PROD-4558;Parfum Nova;Beauté & Santé;60.09;739;En stock;3.2;2024-09-15;4.85;3660123875174
PROD-4559;Parfum Vortex;Beauté & Santé;1052.94;173;En stock;4.3;2026-03-20;6.9;3660123859369
PROD-4560;Mélangeur Apex;Maison & Cuisine;704.72;1404;En stock;3.1;2025-08-15;9.89;3660123916693
PROD-4561;T-shirt en Coton Nova;Mode;818.02;219;En stock;3.7;2025-05-11;12.09;3660123634772
PROD-4562;Sac à Dos Nova;Mode;1180.24;217;En stock;4.5;2025-07-06;9.6;3660123350007
PROD-4563;Vélo Tout Terrain Apex;Sports & Loisirs;476.58;571;En stock;4.7;2025-09-07;2.95;3660123346979
PROD-4564;Brosse à Dents Électrique Quantum;Beauté & Santé;114.67;1154;En stock;3.6;2024-02-01;14.15;3660123338974
PROD-4565;Crème Hydratante Quantum;Beauté & Santé;1166.35;17;Stock faible;3.3;2024-02-25;11.11;3660123765727
PROD-4566;Écouteurs Sans Fil Nova;Électronique;601.63;1344;En stock;3.6;2024-02-26;10.33;3660123463190
PROD-4567;Veste d'Hiver Elite;Mode;444.17;448;En stock;4.3;2024-09-30;4.31;3660123896205
PROD-4568;Télévision 4K Vortex;Électronique;923.58;1387;En stock;3.8;2025-04-24;10.51;3660123627785
PROD-4569;Brosse à Dents Électrique Elite;Beauté & Santé;933.38;1494;En stock;3.3;2026-03-29;1.68;3660123132803
PROD-4570;Télévision 4K Nova;Électronique;886.08;18;Stock faible;4.9;2024-01-23;11.56;3660123748597
PROD-4571;Chaussures de Sport Apex;Mode;1283.44;355;En stock;3.6;2024-04-18;10.35;3660123484891
PROD-4572;Raquette de Tennis Elite;Sports & Loisirs;30.15;572;En stock;3.2;2026-06-28;0.44;3660123827770
PROD-4573;Sac à Dos Quantum;Mode;537.41;167;En stock;4.0;2024-09-20;14.27;3660123256169
PROD-4574;Vélo Tout Terrain Zenith;Sports & Loisirs;397.79;1019;En stock;3.1;2024-09-21;8.49;3660123534559
PROD-4575;Tapis de Yoga Apex;Sports & Loisirs;1048.7;240;En stock;4.0;2025-04-22;11.7;3660123342148
PROD-4576;Machine à Café Zenith;Maison & Cuisine;607.57;96;En stock;4.4;2025-11-06;4.48;3660123924002
PROD-4577;Télévision 4K Nova;Électronique;183.63;770;En stock;4.3;2026-03-02;8.0;3660123743368
PROD-4578;Haltères Vortex;Sports & Loisirs;1056.55;1391;En stock;3.1;2024-08-06;9.62;3660123159818
PROD-4579;Jeans Slim Vortex;Mode;1277.56;950;En stock;3.9;2025-09-01;13.19;3660123624509
PROD-4580;Brosse à Dents Électrique Zenith;Beauté & Santé;531.08;1174;En stock;3.3;2025-04-23;0.43;3660123996609
PROD-4581;Sèche-Cheveux Apex;Beauté & Santé;1208.52;1392;En stock;3.4;2024-04-05;7.72;3660123905100
PROD-4582;Jeans Slim Nova;Mode;329.21;541;En stock;4.8;2025-12-06;5.75;3660123489635
PROD-4583;Tablette Apex;Électronique;224.2;752;En stock;4.2;2026-07-08;12.27;3660123159631
PROD-4584;Ordinateur Portable Zenith;Électronique;322.21;942;En stock;3.5;2026-01-16;12.66;3660123471300
PROD-4585;Gourde Isotherme Zenith;Sports & Loisirs;46.54;1410;En stock;3.7;2025-01-24;2.16;3660123195849
PROD-4586;Machine à Café Apex;Maison & Cuisine;104.21;689;En stock;3.5;2025-10-14;1.09;3660123720623
PROD-4587;Montre Connectée Nova;Électronique;45.81;23;Stock faible;4.0;2024-09-10;11.08;3660123781170
PROD-4588;Brosse à Dents Électrique Apex;Beauté & Santé;1021.43;738;En stock;4.7;2024-06-29;1.22;3660123807680
PROD-4589;Veste d'Hiver Nova;Mode;844.27;868;En stock;4.6;2025-03-24;9.84;3660123356213
PROD-4590;Jeans Slim Vortex;Mode;352.5;278;En stock;3.6;2025-03-10;1.89;3660123972959
PROD-4591;Tapis de Yoga Elite;Sports & Loisirs;413.33;1272;En stock;4.1;2025-09-17;4.74;3660123870240
PROD-4592;Four à Micro-ondes Elite;Maison & Cuisine;119.99;563;En stock;4.7;2024-12-03;4.79;3660123559893
PROD-4593;Sac à Dos Nova;Mode;527.89;260;En stock;4.4;2025-10-01;5.59;3660123659790
PROD-4594;Écouteurs Sans Fil Vortex;Électronique;758.87;1345;En stock;3.6;2024-02-02;2.83;3660123300806
PROD-4595;Machine à Café Zenith;Maison & Cuisine;726.15;1214;En stock;3.5;2024-12-22;7.72;3660123827359
PROD-4596;Mélangeur Elite;Maison & Cuisine;231.09;1060;En stock;3.1;2024-01-29;13.9;3660123619923
PROD-4597;T-shirt en Coton Quantum;Mode;933.72;1041;En stock;3.2;2025-12-03;13.25;3660123761076
PROD-4598;Vélo Tout Terrain Zenith;Sports & Loisirs;344.42;603;En stock;4.8;2025-01-01;2.79;3660123837929
PROD-4599;Gourde Isotherme Quantum;Sports & Loisirs;632.32;584;En stock;4.6;2024-10-07;8.53;3660123377393
PROD-4600;Brosse à Dents Électrique Apex;Beauté & Santé;404.88;578;En stock;4.6;2024-02-19;6.58;3660123505308
PROD-4601;Brosse à Dents Électrique Quantum;Beauté & Santé;393.96;889;En stock;3.3;2026-01-29;10.11;3660123481843
PROD-4602;Jeans Slim Quantum;Mode;606.79;466;En stock;4.6;2026-04-15;14.96;3660123468717
PROD-4603;Chaussures de Sport Apex;Mode;761.81;286;En stock;3.2;2026-06-26;12.71;3660123125540
PROD-4604;Vélo Tout Terrain Zenith;Sports & Loisirs;336.72;725;En stock;4.5;2025-09-09;6.58;3660123197077
PROD-4605;Tapis de Yoga Vortex;Sports & Loisirs;1085.67;1258;En stock;4.7;2026-04-13;3.42;3660123983328
PROD-4606;Chaussures de Sport Apex;Mode;578.05;293;En stock;3.8;2024-05-19;5.47;3660123932583
PROD-4607;Montre Connectée Quantum;Électronique;392.67;254;En stock;4.4;2026-03-03;0.95;3660123238093
PROD-4608;T-shirt en Coton Elite;Mode;1074.54;1393;En stock;5.0;2026-03-06;8.81;3660123358500
PROD-4609;Crème Hydratante Zenith;Beauté & Santé;1219.79;941;En stock;4.1;2025-01-01;2.41;3660123354591
PROD-4610;Tapis de Yoga Quantum;Sports & Loisirs;773.06;541;En stock;4.1;2026-01-13;4.01;3660123937223
PROD-4611;Sac à Dos Elite;Mode;975.5;725;En stock;4.4;2024-12-28;12.66;3660123868654
PROD-4612;Sèche-Cheveux Nova;Beauté & Santé;588.72;395;En stock;4.5;2025-05-19;10.67;3660123401881
PROD-4613;Four à Micro-ondes Elite;Maison & Cuisine;147.34;468;En stock;3.3;2024-05-28;13.98;3660123393454
PROD-4614;Ordinateur Portable Nova;Électronique;783.6;427;En stock;3.8;2025-11-12;13.72;3660123598909
PROD-4615;Tapis de Yoga Quantum;Sports & Loisirs;537.15;554;En stock;4.4;2026-02-23;10.03;3660123142399
PROD-4616;Chaussures de Sport Zenith;Mode;866.27;203;En stock;3.2;2025-07-19;5.73;3660123629154
PROD-4617;Smartphone Apex;Électronique;461.77;278;En stock;4.4;2026-04-03;2.06;3660123853358
PROD-4618;Brosse à Dents Électrique Apex;Beauté & Santé;625.1;1330;En stock;3.6;2025-10-13;5.14;3660123473824
PROD-4619;Friteuse sans Huile Elite;Maison & Cuisine;1232.1;905;En stock;4.6;2026-07-10;6.36;3660123604909
PROD-4620;Jeans Slim Nova;Mode;816.18;651;En stock;4.4;2024-08-10;13.67;3660123340372
PROD-4621;Vélo Tout Terrain Elite;Sports & Loisirs;1025.91;1465;En stock;3.9;2024-08-09;9.16;3660123907127
PROD-4622;Brosse à Dents Électrique Apex;Beauté & Santé;1074.07;705;En stock;3.2;2024-01-13;2.16;3660123101483
PROD-4623;Gourde Isotherme Nova;Sports & Loisirs;97.34;396;En stock;4.8;2025-10-03;3.85;3660123830761
PROD-4624;Parfum Vortex;Beauté & Santé;869.75;783;En stock;4.9;2026-08-06;12.49;3660123327096
PROD-4625;Tapis de Yoga Zenith;Sports & Loisirs;1174.35;975;En stock;3.5;2024-01-27;5.41;3660123104510
PROD-4626;Brosse à Dents Électrique Apex;Beauté & Santé;727.38;454;En stock;3.1;2026-04-09;8.57;3660123478904
PROD-4627;Télévision 4K Vortex;Électronique;280.36;477;En stock;3.9;2026-05-20;12.46;3660123338797
PROD-4628;Ordinateur Portable Vortex;Électronique;624.46;394;En stock;4.8;2024-10-08;14.13;3660123878123
PROD-4629;Sac à Dos Zenith;Mode;76.65;327;En stock;4.4;2025-04-09;10.08;3660123491242
PROD-4630;Sèche-Cheveux Vortex;Beauté & Santé;202.69;1114;En stock;4.4;2024-01-01;9.15;3660123595000
PROD-4631;Machine à Café Apex;Maison & Cuisine;733.39;1286;En stock;4.0;2026-06-11;2.43;3660123889760
PROD-4632;Tablette Vortex;Électronique;1100.39;571;En stock;3.7;2024-09-08;8.98;3660123774423
PROD-4633;Sac à Dos Quantum;Mode;1006.42;269;En stock;3.5;2024-03-18;12.21;3660123950071
PROD-4634;Parfum Zenith;Beauté & Santé;158.32;738;En stock;3.9;2025-09-27;0.54;3660123275479
PROD-4635;Aspirateur Robot Vortex;Maison & Cuisine;688.24;116;En stock;4.6;2026-06-03;0.15;3660123734397
PROD-4636;T-shirt en Coton Quantum;Mode;443.71;346;En stock;4.9;2026-01-21;4.27;3660123331772
PROD-4637;Smartphone Quantum;Électronique;672.07;1118;En stock;3.8;2025-10-27;5.31;3660123834703
PROD-4638;Haltères Zenith;Sports & Loisirs;890.77;692;En stock;4.9;2024-01-06;8.86;3660123702973
PROD-4639;Écouteurs Sans Fil Zenith;Électronique;65.58;1266;En stock;4.7;2025-03-24;2.72;3660123360159
PROD-4640;Gourde Isotherme Vortex;Sports & Loisirs;385.73;805;En stock;3.3;2024-07-01;7.58;3660123455589
PROD-4641;Tablette Apex;Électronique;381.55;1412;En stock;3.3;2024-11-11;11.92;3660123336941
PROD-4642;Crème Hydratante Elite;Beauté & Santé;427.89;94;En stock;4.4;2025-12-06;3.96;3660123520862
PROD-4643;Aspirateur Robot Quantum;Maison & Cuisine;1140.99;534;En stock;4.3;2024-10-29;9.11;3660123310963
PROD-4644;Crème Hydratante Apex;Beauté & Santé;559.2;1464;En stock;4.5;2025-01-21;6.79;3660123135140
PROD-4645;Raquette de Tennis Elite;Sports & Loisirs;732.06;1423;En stock;3.8;2025-06-07;11.06;3660123830305
PROD-4646;Sac à Dos Zenith;Mode;586.0;1270;En stock;3.2;2026-02-08;1.38;3660123514493
PROD-4647;Gourde Isotherme Elite;Sports & Loisirs;205.08;878;En stock;3.6;2024-04-03;7.61;3660123755165
PROD-4648;Friteuse sans Huile Quantum;Maison & Cuisine;703.98;649;En stock;3.4;2025-04-29;0.88;3660123267885
PROD-4649;Sac à Dos Nova;Mode;1143.66;224;En stock;3.9;2024-09-29;5.41;3660123802540
PROD-4650;Brosse à Dents Électrique Zenith;Beauté & Santé;1277.0;898;En stock;4.1;2024-10-03;6.66;3660123406944
PROD-4651;Télévision 4K Elite;Électronique;770.03;796;En stock;3.7;2026-04-01;7.68;3660123568772
PROD-4652;Chaussures de Sport Vortex;Mode;240.17;884;En stock;4.8;2026-07-13;8.88;3660123893616
PROD-4653;Ordinateur Portable Elite;Électronique;1260.04;1485;En stock;3.3;2024-08-01;14.46;3660123914024
PROD-4654;Tapis de Yoga Nova;Sports & Loisirs;479.82;990;En stock;5.0;2024-03-15;2.4;3660123361271
PROD-4655;Smartphone Vortex;Électronique;1016.74;937;En stock;4.3;2026-06-02;8.68;3660123925933
PROD-4656;Sèche-Cheveux Zenith;Beauté & Santé;312.02;1445;En stock;3.6;2024-12-14;11.66;3660123499148
PROD-4657;Smartphone Vortex;Électronique;706.14;1482;En stock;4.7;2026-06-15;13.1;3660123614961
PROD-4658;Brosse à Dents Électrique Quantum;Beauté & Santé;852.83;94;En stock;4.4;2024-07-29;0.56;3660123381718
PROD-4659;Ordinateur Portable Elite;Électronique;533.29;1339;En stock;3.4;2025-08-25;7.78;3660123554749
PROD-4660;Crème Hydratante Vortex;Beauté & Santé;1158.12;1233;En stock;5.0;2025-03-30;13.0;3660123941693
PROD-4661;Tapis de Yoga Elite;Sports & Loisirs;652.84;89;En stock;3.9;2024-01-26;7.53;3660123495656
PROD-4662;Écouteurs Sans Fil Nova;Électronique;329.29;911;En stock;3.1;2024-02-22;11.78;3660123868874
PROD-4663;Sèche-Cheveux Elite;Beauté & Santé;1129.3;999;En stock;5.0;2026-07-02;14.26;3660123306543
PROD-4664;Raquette de Tennis Quantum;Sports & Loisirs;116.35;1491;En stock;4.3;2026-05-17;13.56;3660123349940
PROD-4665;Parfum Quantum;Beauté & Santé;250.52;162;En stock;4.8;2026-07-02;7.22;3660123613584
PROD-4666;T-shirt en Coton Elite;Mode;429.28;767;En stock;4.7;2025-03-23;6.49;3660123648953
PROD-4667;Mélangeur Vortex;Maison & Cuisine;944.51;629;En stock;3.1;2024-06-23;7.39;3660123479110
PROD-4668;Aspirateur Robot Zenith;Maison & Cuisine;150.38;1237;En stock;4.0;2025-04-26;2.68;3660123317306
PROD-4669;Sac à Dos Nova;Mode;115.97;329;En stock;3.3;2025-12-31;3.36;3660123713659
PROD-4670;Brosse à Dents Électrique Apex;Beauté & Santé;415.11;48;Stock faible;3.0;2025-12-16;12.35;3660123321901
PROD-4671;Aspirateur Robot Zenith;Maison & Cuisine;936.69;1047;En stock;3.5;2026-03-10;5.33;3660123575402
PROD-4672;Tapis de Yoga Zenith;Sports & Loisirs;1080.75;1365;En stock;3.5;2026-01-21;14.26;3660123781473
PROD-4673;Gourde Isotherme Apex;Sports & Loisirs;392.73;855;En stock;4.1;2026-05-07;3.54;3660123188624
PROD-4674;Télévision 4K Elite;Électronique;1066.23;635;En stock;3.7;2025-10-30;6.07;3660123925135
PROD-4675;Gourde Isotherme Zenith;Sports & Loisirs;1063.17;1473;En stock;3.9;2025-02-14;12.93;3660123604006
PROD-4676;Tapis de Yoga Vortex;Sports & Loisirs;465.09;17;Stock faible;4.0;2026-01-25;13.93;3660123991151
PROD-4677;Friteuse sans Huile Quantum;Maison & Cuisine;410.99;656;En stock;4.9;2024-03-13;7.42;3660123165035
PROD-4678;Sac à Dos Vortex;Mode;703.09;1013;En stock;4.1;2025-08-30;8.42;3660123611338
PROD-4679;Four à Micro-ondes Zenith;Maison & Cuisine;395.81;564;En stock;3.3;2024-01-06;6.52;3660123820307
PROD-4680;Crème Hydratante Elite;Beauté & Santé;62.35;1243;En stock;3.3;2026-04-26;8.09;3660123921702
PROD-4681;Friteuse sans Huile Quantum;Maison & Cuisine;1022.8;564;En stock;3.1;2025-01-24;12.03;3660123246478
PROD-4682;Chaussures de Sport Quantum;Mode;270.79;76;En stock;3.5;2026-03-30;13.01;3660123369424
PROD-4683;Aspirateur Robot Nova;Maison & Cuisine;124.75;1426;En stock;3.4;2025-08-03;12.33;3660123350678
PROD-4684;Aspirateur Robot Apex;Maison & Cuisine;149.95;229;En stock;4.6;2025-06-04;4.02;3660123122494
PROD-4685;Haltères Zenith;Sports & Loisirs;657.27;662;En stock;3.7;2025-05-25;4.86;3660123239911
PROD-4686;Veste d'Hiver Nova;Mode;744.66;213;En stock;3.7;2024-10-10;2.97;3660123738176
PROD-4687;Haltères Zenith;Sports & Loisirs;596.71;1071;En stock;3.4;2024-03-15;14.07;3660123699649
PROD-4688;Brosse à Dents Électrique Elite;Beauté & Santé;657.15;1459;En stock;4.9;2025-11-03;3.7;3660123466055
PROD-4689;Gourde Isotherme Vortex;Sports & Loisirs;567.3;506;En stock;4.3;2024-07-27;12.14;3660123668966
PROD-4690;Crème Hydratante Elite;Beauté & Santé;1151.93;1100;En stock;3.9;2024-09-13;1.12;3660123785062
PROD-4691;Brosse à Dents Électrique Zenith;Beauté & Santé;1228.46;792;En stock;4.8;2025-12-10;1.93;3660123744588
PROD-4692;Sèche-Cheveux Elite;Beauté & Santé;567.48;540;En stock;4.7;2025-09-09;4.67;3660123593383
PROD-4693;Vélo Tout Terrain Vortex;Sports & Loisirs;262.73;1400;En stock;4.9;2024-10-17;2.15;3660123650723
PROD-4694;T-shirt en Coton Quantum;Mode;1256.26;937;En stock;3.4;2025-05-07;8.51;3660123979186
PROD-4695;Sèche-Cheveux Apex;Beauté & Santé;1058.31;8;Stock faible;3.3;2026-04-16;12.75;3660123952691
PROD-4696;Tablette Apex;Électronique;886.77;1270;En stock;3.6;2026-01-07;11.14;3660123233386
PROD-4697;Ordinateur Portable Vortex;Électronique;1242.08;930;En stock;3.3;2026-07-26;2.02;3660123913533
PROD-4698;T-shirt en Coton Vortex;Mode;63.48;561;En stock;4.8;2026-01-18;11.97;3660123279853
PROD-4699;Veste d'Hiver Quantum;Mode;898.32;308;En stock;3.1;2025-02-04;5.12;3660123527854
PROD-4700;Machine à Café Vortex;Maison & Cuisine;283.65;1388;En stock;3.7;2025-06-18;2.42;3660123297772
PROD-4701;Four à Micro-ondes Nova;Maison & Cuisine;426.7;1379;En stock;4.1;2024-10-10;0.32;3660123156260
PROD-4702;Haltères Zenith;Sports & Loisirs;1228.27;1219;En stock;4.5;2026-05-08;4.33;3660123805232
PROD-4703;Jeans Slim Apex;Mode;192.06;579;En stock;4.1;2024-07-13;11.32;3660123463357
PROD-4704;Télévision 4K Zenith;Électronique;486.09;1229;En stock;3.4;2026-06-06;3.78;3660123293039
PROD-4705;Sèche-Cheveux Vortex;Beauté & Santé;835.14;1157;En stock;4.2;2025-04-21;0.46;3660123377870
PROD-4706;T-shirt en Coton Zenith;Mode;1206.95;414;En stock;3.2;2026-07-18;9.33;3660123590793
PROD-4707;Tapis de Yoga Elite;Sports & Loisirs;728.86;482;En stock;4.4;2025-12-20;10.37;3660123235495
PROD-4708;Gourde Isotherme Elite;Sports & Loisirs;839.55;1002;En stock;3.9;2024-12-17;3.93;3660123517162
PROD-4709;Télévision 4K Nova;Électronique;582.51;974;En stock;4.9;2024-12-11;4.88;3660123684493
PROD-4710;Écouteurs Sans Fil Quantum;Électronique;1219.51;368;En stock;4.8;2025-02-20;6.48;3660123456081
PROD-4711;Friteuse sans Huile Nova;Maison & Cuisine;1040.23;1181;En stock;4.5;2024-05-10;9.15;3660123287938
PROD-4712;Tapis de Yoga Nova;Sports & Loisirs;1250.61;708;En stock;3.1;2025-10-19;1.56;3660123367054
PROD-4713;Machine à Café Vortex;Maison & Cuisine;75.19;322;En stock;3.9;2026-05-25;11.14;3660123742812
PROD-4714;Sac à Dos Nova;Mode;1160.2;914;En stock;3.9;2024-08-08;10.6;3660123972660
PROD-4715;Sèche-Cheveux Nova;Beauté & Santé;787.89;1236;En stock;4.7;2024-08-14;6.8;3660123217358
PROD-4716;Sèche-Cheveux Nova;Beauté & Santé;1282.44;709;En stock;4.2;2025-08-03;10.48;3660123480246
PROD-4717;Chaussures de Sport Elite;Mode;1196.9;589;En stock;4.6;2024-03-27;11.87;3660123193923
PROD-4718;Vélo Tout Terrain Nova;Sports & Loisirs;53.33;1446;En stock;3.8;2025-10-31;10.85;3660123440999
PROD-4719;Sèche-Cheveux Apex;Beauté & Santé;14.96;565;En stock;4.7;2024-07-13;5.97;3660123326063
PROD-4720;Haltères Zenith;Sports & Loisirs;333.75;328;En stock;4.5;2025-07-30;12.14;3660123538727
PROD-4721;Sèche-Cheveux Zenith;Beauté & Santé;200.08;1413;En stock;4.5;2026-08-03;10.64;3660123762218
PROD-4722;Télévision 4K Elite;Électronique;203.81;904;En stock;3.8;2025-05-27;3.66;3660123264847
PROD-4723;Raquette de Tennis Apex;Sports & Loisirs;1102.85;1038;En stock;4.8;2026-07-31;6.75;3660123671858
PROD-4724;Chaussures de Sport Apex;Mode;82.72;447;En stock;3.4;2026-02-07;5.64;3660123141410
PROD-4725;Smartphone Vortex;Électronique;65.96;122;En stock;4.3;2024-08-04;9.55;3660123247336
PROD-4726;Sac à Dos Elite;Mode;1119.99;1321;En stock;4.9;2025-04-01;13.28;3660123397466
PROD-4727;Haltères Vortex;Sports & Loisirs;543.0;981;En stock;3.3;2025-11-04;4.71;3660123584988
PROD-4728;Ordinateur Portable Zenith;Électronique;363.73;862;En stock;4.3;2024-08-13;2.84;3660123400985
PROD-4729;Haltères Elite;Sports & Loisirs;1027.74;1372;En stock;3.8;2026-06-03;7.97;3660123962257
PROD-4730;Écouteurs Sans Fil Zenith;Électronique;975.64;411;En stock;3.7;2025-04-21;4.76;3660123313923
PROD-4731;T-shirt en Coton Vortex;Mode;482.71;1493;En stock;4.7;2025-05-26;6.0;3660123807389
PROD-4732;Haltères Elite;Sports & Loisirs;1063.94;739;En stock;4.8;2025-02-22;4.98;3660123531846
PROD-4733;Smartphone Elite;Électronique;1198.79;468;En stock;4.4;2025-04-03;11.18;3660123260900
PROD-4734;Friteuse sans Huile Quantum;Maison & Cuisine;960.41;1056;En stock;3.5;2024-05-23;1.42;3660123691348
PROD-4735;Machine à Café Nova;Maison & Cuisine;430.62;1499;En stock;3.5;2024-12-27;7.25;3660123716430
PROD-4736;Jeans Slim Quantum;Mode;837.1;470;En stock;4.0;2025-02-27;0.77;3660123173491
PROD-4737;Jeans Slim Quantum;Mode;405.87;117;En stock;3.4;2026-05-16;7.13;3660123671603
PROD-4738;Ordinateur Portable Quantum;Électronique;210.27;1209;En stock;4.1;2024-05-04;0.34;3660123917011
PROD-4739;Mélangeur Elite;Maison & Cuisine;986.79;637;En stock;4.8;2025-11-18;2.93;3660123260252
PROD-4740;Friteuse sans Huile Elite;Maison & Cuisine;486.36;178;En stock;4.4;2025-11-20;10.04;3660123420457
PROD-4741;Parfum Nova;Beauté & Santé;728.51;52;En stock;3.9;2025-03-18;10.19;3660123800044
PROD-4742;Crème Hydratante Nova;Beauté & Santé;788.45;1117;En stock;3.9;2024-08-05;9.92;3660123788150
PROD-4743;Chaussures de Sport Quantum;Mode;600.69;1277;En stock;3.0;2025-03-24;7.64;3660123425796
PROD-4744;Chaussures de Sport Quantum;Mode;1274.89;772;En stock;4.2;2025-12-05;8.47;3660123552386
PROD-4745;Montre Connectée Vortex;Électronique;827.57;430;En stock;4.0;2025-06-01;2.47;3660123815418
PROD-4746;T-shirt en Coton Vortex;Mode;431.79;1186;En stock;3.4;2026-03-17;9.53;3660123273190
PROD-4747;Parfum Nova;Beauté & Santé;496.32;1158;En stock;4.5;2024-05-29;3.24;3660123915856
PROD-4748;Mélangeur Quantum;Maison & Cuisine;957.38;325;En stock;4.0;2025-10-09;14.19;3660123852709
PROD-4749;Raquette de Tennis Elite;Sports & Loisirs;791.39;339;En stock;3.9;2024-02-26;10.94;3660123383620
PROD-4750;Vélo Tout Terrain Nova;Sports & Loisirs;1017.42;1392;En stock;3.5;2025-10-15;3.85;3660123551331
PROD-4751;Gourde Isotherme Apex;Sports & Loisirs;69.29;205;En stock;4.9;2024-11-01;9.03;3660123879769
PROD-4752;Tapis de Yoga Vortex;Sports & Loisirs;72.16;775;En stock;4.7;2025-02-09;2.62;3660123953284
PROD-4753;Parfum Elite;Beauté & Santé;972.6;1424;En stock;4.0;2025-04-27;14.15;3660123746000
PROD-4754;Mélangeur Zenith;Maison & Cuisine;789.24;521;En stock;4.8;2026-02-11;3.76;3660123934995
PROD-4755;Crème Hydratante Apex;Beauté & Santé;680.97;874;En stock;4.2;2024-11-27;6.31;3660123190888
PROD-4756;Mélangeur Zenith;Maison & Cuisine;70.68;1149;En stock;5.0;2024-08-21;10.46;3660123346766
PROD-4757;Tablette Nova;Électronique;712.34;248;En stock;3.8;2026-01-28;2.94;3660123591694
PROD-4758;Raquette de Tennis Apex;Sports & Loisirs;1047.8;1321;En stock;4.7;2026-07-29;3.13;3660123617823
PROD-4759;Brosse à Dents Électrique Elite;Beauté & Santé;1260.94;1128;En stock;4.6;2024-04-03;11.66;3660123265415
PROD-4760;Aspirateur Robot Apex;Maison & Cuisine;507.36;196;En stock;4.0;2025-01-10;2.79;3660123106190
PROD-4761;Machine à Café Vortex;Maison & Cuisine;138.22;311;En stock;3.4;2026-08-08;3.0;3660123953214
PROD-4762;Vélo Tout Terrain Elite;Sports & Loisirs;95.86;9;Stock faible;4.2;2024-06-30;1.29;3660123608595
PROD-4763;Ordinateur Portable Nova;Électronique;167.62;1218;En stock;4.8;2025-05-10;2.89;3660123974243
PROD-4764;Ordinateur Portable Vortex;Électronique;458.5;37;Stock faible;4.8;2024-09-07;1.56;3660123910846
PROD-4765;Gourde Isotherme Elite;Sports & Loisirs;423.05;1178;En stock;4.4;2024-01-15;0.22;3660123105980
PROD-4766;Montre Connectée Vortex;Électronique;834.11;162;En stock;4.9;2025-01-20;13.05;3660123983839
PROD-4767;Machine à Café Zenith;Maison & Cuisine;1106.41;1084;En stock;3.5;2024-08-11;11.78;3660123635101
PROD-4768;Tapis de Yoga Zenith;Sports & Loisirs;1187.95;640;En stock;3.6;2025-05-19;4.64;3660123748865
PROD-4769;Smartphone Quantum;Électronique;1269.51;119;En stock;4.8;2025-12-07;8.33;3660123111319
PROD-4770;Four à Micro-ondes Nova;Maison & Cuisine;697.61;381;En stock;4.8;2026-05-14;3.89;3660123148850
PROD-4771;Brosse à Dents Électrique Elite;Beauté & Santé;1288.72;1472;En stock;4.0;2026-05-31;13.06;3660123862409
PROD-4772;Mélangeur Elite;Maison & Cuisine;930.27;1313;En stock;3.2;2026-05-07;3.15;3660123218757
PROD-4773;Tapis de Yoga Apex;Sports & Loisirs;493.3;1229;En stock;4.7;2024-08-07;2.75;3660123831794
PROD-4774;Tablette Nova;Électronique;189.08;717;En stock;3.4;2025-04-06;5.83;3660123478479
PROD-4775;Aspirateur Robot Nova;Maison & Cuisine;123.84;228;En stock;3.2;2025-04-23;8.5;3660123860790
PROD-4776;Jeans Slim Vortex;Mode;1241.38;440;En stock;3.3;2025-01-30;7.46;3660123127863
PROD-4777;Montre Connectée Apex;Électronique;527.14;1035;En stock;3.2;2026-04-02;6.55;3660123591028
PROD-4778;Parfum Elite;Beauté & Santé;185.04;1224;En stock;3.0;2024-11-23;1.53;3660123297973
PROD-4779;Parfum Zenith;Beauté & Santé;982.67;885;En stock;3.9;2026-03-09;0.33;3660123279428
PROD-4780;Tablette Vortex;Électronique;395.53;989;En stock;4.4;2024-12-12;3.21;3660123998765
PROD-4781;Écouteurs Sans Fil Elite;Électronique;25.37;404;En stock;3.2;2025-06-18;4.29;3660123177867
PROD-4782;Montre Connectée Zenith;Électronique;45.42;660;En stock;4.6;2024-01-03;7.96;3660123626176
PROD-4783;Jeans Slim Vortex;Mode;385.66;1002;En stock;3.9;2024-08-26;11.75;3660123628700
PROD-4784;Chaussures de Sport Quantum;Mode;796.85;101;En stock;4.5;2025-07-26;9.86;3660123338259
PROD-4785;Montre Connectée Quantum;Électronique;516.58;1351;En stock;3.6;2024-02-11;5.16;3660123634707
PROD-4786;Mélangeur Zenith;Maison & Cuisine;936.06;15;Stock faible;3.2;2026-07-13;2.53;3660123275110
PROD-4787;Raquette de Tennis Quantum;Sports & Loisirs;322.65;1484;En stock;3.3;2024-07-10;8.51;3660123223527
PROD-4788;Brosse à Dents Électrique Nova;Beauté & Santé;24.03;221;En stock;3.2;2024-06-10;1.04;3660123302666
PROD-4789;T-shirt en Coton Quantum;Mode;1165.04;785;En stock;4.1;2024-03-15;13.3;3660123725515
PROD-4790;Écouteurs Sans Fil Apex;Électronique;240.6;84;En stock;3.8;2024-03-06;1.09;3660123591848
PROD-4791;Chaussures de Sport Apex;Mode;937.52;943;En stock;3.1;2025-02-06;4.15;3660123468725
